# Real gene-level constraint metrics from gnomAD.
#
# Source: gnomAD gene constraint metrics (gnomad.v4.1.constraint_metrics.tsv), downloaded from
#   https://storage.googleapis.com/gcp-public-data--gnomad/release/4.1/constraint/gnomad.v4.1.constraint_metrics.tsv
# Version: v4.1 (parsed from the source filename; the TSV body carries no version column)
# Retrieved: 2026-08-28
# Licence: public domain (CC0). gnomAD requests attribution/citation to the flagship publication wherever the data are used; no other restriction applies.
#   See https://gnomad.broadinstitute.org/policies
# Generator: tools/build_knowledge/build.py (uv run python -m tools.build_knowledge.build)
#
# One row per gene: gnomAD reports constraint per TRANSCRIPT, so for each gene the MANE Select transcript is preferred, then the canonical transcript, then the lexicographically smallest transcript ID (deterministic tie-break; mirrors mva.annotation.local_tables._consequence_sort_key). Only transcripts carrying an Ensembl gene ID (gene_id starting 'ENSG') are used, so ensembl_gene_id is always populated for an included gene; the gnomAD 'gene' value literally equal to 'NA' (its own missing-gene sentinel) is excluded entirely, not treated as a gene symbol.
#
# pli = lof.pLI, loeuf = lof.oe_ci.upper, mis_z = mis.z_score -- gnomAD's own high-confidence-pLoF-only ('lof.', not the merged 'lof_hc_lc.' set) and sample-size-calibrated ('z_score', not 'z_raw') columns: the same metrics gnomAD's browser shows on a gene's page. A gene with an insufficient expected-variant count for a metric ('NA' in the source) has an EMPTY cell here, NEVER 0 -- an empty LOEUF means unmeasured, not "extremely constrained" (GP-14).
# constraint_flags carries gnomAD's own QC flags for the selected transcript (e.g. no_exp_lof, outlier_mis), comma-separated; empty means no flag was set.
#
# KNOWN COVERAGE GAP in this download (found by inspecting the file, not assumed): it contains autosomal genes (chr1-chr22) ONLY. No chrX or chrY gene appears anywhere in the source (verified directly: e.g. DMD, AR, ATRX, ATP7A, BTK are entirely absent), and the mitochondrial genome has no nuclear-LOFTEE-style constraint model at all. A gene absent from this table may be real and clinically important -- absence here means "not covered by this gnomAD release/download," never "unconstrained."
#
# Accounting: 211523 transcript rows read, 802 with gnomAD's own 'NA' gene sentinel (excluded), 18203 distinct real gene symbols seen, 88 of those have no Ensembl-tagged transcript row at all and are excluded from this table: ADGRF2, ANP32C, BTNL10, C11orf40, C2orf83, C6orf201, C9orf163, C9orf47, CARD17, CENPBD1, CLECL1, CNPY3-GNMT, CRYZL2P-SEC16B, DNAJB3, EEF1AKNMT, ERV3-1-ZNF117, FAM207A, FOLH1B, GPR75-ASB3, KIAA0754, ... (68 more).
# 18115 genes included below.
gene_symbol	ensembl_gene_id	transcript_id	canonical	mane_select	pli	loeuf	mis_z	constraint_flags	source	version
ACTL8	ENSG00000117148	ENST00000375406	true	true	0.60141	0.756	1.9958		gnomAD	v4.1
ACTL9	ENSG00000181786	ENST00000324436	true	true	0.18716	1.575	-0.55083		gnomAD	v4.1
ACTN1	ENSG00000072110	ENST00000394419	true	true	1	0.331	5.2049		gnomAD	v4.1
ACTN2	ENSG00000077522	ENST00000366578	true	true	0.99996	0.432	2.2746		gnomAD	v4.1
ACTN3	ENSG00000248746	ENST00000513398	true	true	1.1649e-24	0.944	-0.33789		gnomAD	v4.1
ACTN4	ENSG00000130402	ENST00000252699	true	true	1	0.238	5.6941		gnomAD	v4.1
ACTR10	ENSG00000131966	ENST00000254286	true	true	5.1056e-05	1.148	0.48863		gnomAD	v4.1
ACTR1A	ENSG00000138107	ENST00000369905	true	true	0.99999	0.337	4.1158		gnomAD	v4.1
ACTR1B	ENSG00000115073	ENST00000289228	true	true	2.6759e-09	0.968	0.67004		gnomAD	v4.1
ACTR2	ENSG00000138071	ENST00000260641	true	true	1	0.177	4.5219		gnomAD	v4.1
ACTR3	ENSG00000115091	ENST00000263238	true	true	0.99496	0.461	3.1102		gnomAD	v4.1
ACTR3B	ENSG00000133627	ENST00000256001	true	true	0.99999	0.328	3.5918		gnomAD	v4.1
ACTR3C	ENSG00000106526	ENST00000683684	true	true	0.00028858	1.046	1.1904		gnomAD	v4.1
ACTR5	ENSG00000101442	ENST00000243903	true	true	1.2267e-12	0.986	-0.16572		gnomAD	v4.1
ACTR6	ENSG00000075089	ENST00000188312	true	true	2.2941e-06	1.017	1.9492		gnomAD	v4.1
ACTR8	ENSG00000113812	ENST00000335754	true	true	7.1878e-17	1.033	1.3668		gnomAD	v4.1
ACTRT2	ENSG00000169717	ENST00000378404	true	true	0.28829	1.307	0.55155		gnomAD	v4.1
ACTRT3	ENSG00000184378	ENST00000330368	true	true	4.6633e-07	1.242	0.6078		gnomAD	v4.1
ACVR1	ENSG00000115170	ENST00000434821	true	true	2.4131e-08	0.835	2.9548		gnomAD	v4.1
ACVR1B	ENSG00000135503	ENST00000257963	true	true	0.99992	0.403	4.548		gnomAD	v4.1
ACVR1C	ENSG00000123612	ENST00000243349	true	true	0.17453	0.6	1.9661		gnomAD	v4.1
ACVR2A	ENSG00000121989	ENST00000241416	true	true	1	0.222	4.7321		gnomAD	v4.1
ACVR2B	ENSG00000114739	ENST00000352511	true	true	0.99995	0.408	3.0549		gnomAD	v4.1
ACVRL1	ENSG00000139567	ENST00000388922	true	true	0.51066	0.57	3.1905		gnomAD	v4.1
ACY1	ENSG00000243989	ENST00000636358	true	true	1.516e-09	0.9	1.2671		gnomAD	v4.1
ACY3	ENSG00000132744	ENST00000255082	true	true	1.6724e-06	1.196	0.034173		gnomAD	v4.1
ACYP1	ENSG00000119640	ENST00000238618	true	true	0.0058814	1.301	1.0091		gnomAD	v4.1
ACYP2	ENSG00000170634	ENST00000607452	true	true	0.067045	1.728	-0.40844		gnomAD	v4.1
ADA	ENSG00000196839	ENST00000372874	true	true	9.64e-15	1.184	0.4697		gnomAD	v4.1
ADA2	ENSG00000093072	ENST00000399837	true	true	5.39e-06	0.879	0.32476		gnomAD	v4.1
ADAD1	ENSG00000164113	ENST00000296513	true	true	4.1725e-06	0.778	1.3454		gnomAD	v4.1
ADAD2	ENSG00000140955	ENST00000315906	true	true	4.0954e-25	1.524	-4.6822	outlier_mis,outlier_syn	gnomAD	v4.1
ADAL	ENSG00000168803	ENST00000562188	true	true	7.6328e-10	1.204	1.1002		gnomAD	v4.1
ADAM10	ENSG00000137845	ENST00000260408	true	true	1	0.276	3.9218		gnomAD	v4.1
ADAM11	ENSG00000073670	ENST00000200557	true	true	0.00045604	0.584	2.3911		gnomAD	v4.1
ADAM12	ENSG00000148848	ENST00000448723	true	true	9.8869e-15	0.818	1.7643		gnomAD	v4.1
ADAM15	ENSG00000143537	ENST00000356955	true	true	1.2469e-17	0.826	1.5426		gnomAD	v4.1
ADAM17	ENSG00000151694	ENST00000310823	true	true	0.10138	0.565	2.5759		gnomAD	v4.1
ADAM18	ENSG00000168619	ENST00000265707	true	true	2.4743e-29	1.585	-0.80755		gnomAD	v4.1
ADAM19	ENSG00000135074	ENST00000257527	true	true	2.7622e-13	0.739	1.5181		gnomAD	v4.1
ADAM2	ENSG00000104755	ENST00000265708	true	true	4.654e-11	1.188	0.01471		gnomAD	v4.1
ADAM20	ENSG00000134007	ENST00000256389	true	true	0.11894	1.933	0.73694		gnomAD	v4.1
ADAM21	ENSG00000139985	ENST00000603540	true	true	0.1411	1.913	2.3347		gnomAD	v4.1
ADAM22	ENSG00000008277	ENST00000413139	true	true	0.55288	0.518	2.2901		gnomAD	v4.1
ADAM23	ENSG00000114948	ENST00000264377	true	true	0.99999	0.416	1.9745		gnomAD	v4.1
ADAM28	ENSG00000042980	ENST00000265769	true	true	1.434e-25	1.23	-0.30369		gnomAD	v4.1
ADAM29	ENSG00000168594	ENST00000359240	true	true	0.0081078	1.939	0.82639		gnomAD	v4.1
ADAM30	ENSG00000134249	ENST00000369400	true	true	0.15001	1.903	0.61184		gnomAD	v4.1
ADAM32	ENSG00000197140	ENST00000379907	true	true	5.8986e-14	1.041	0.0019488		gnomAD	v4.1
ADAM33	ENSG00000149451	ENST00000356518	true	true	6.2756e-39	1.291	-1.7468		gnomAD	v4.1
ADAM7	ENSG00000069206	ENST00000175238	true	true	2.2772e-22	1.16	-0.41696		gnomAD	v4.1
ADAM8	ENSG00000151651	ENST00000445355	true	true	2.8383e-40	1.423	-1.401		gnomAD	v4.1
ADAM9	ENSG00000168615	ENST00000487273	true	true	0.0018051	0.575	2.3253		gnomAD	v4.1
ADAMDEC1	ENSG00000134028	ENST00000256412	true	true	1.3303e-14	1.234	0.096702		gnomAD	v4.1
ADAMTS1	ENSG00000154734	ENST00000284984	true	true	1	0.329	0.124		gnomAD	v4.1
ADAMTS10	ENSG00000142303	ENST00000597188	true	true	0.99647	0.467	3.8057		gnomAD	v4.1
ADAMTS12	ENSG00000151388	ENST00000504830	true	true	2.9445e-26	0.782	1.483		gnomAD	v4.1
ADAMTS13	ENSG00000160323	ENST00000355699	true	true	9.9963e-30	0.917	0.92747		gnomAD	v4.1
ADAMTS14	ENSG00000138316	ENST00000373207	true	true	2.8381e-27	0.966	0.80769		gnomAD	v4.1
ADAMTS15	ENSG00000166106	ENST00000299164	true	true	0.034184	0.599	-0.068291		gnomAD	v4.1
ADAMTS16	ENSG00000145536	ENST00000274181	true	true	1.8384e-19	0.794	-0.20053		gnomAD	v4.1
ADAMTS17	ENSG00000140470	ENST00000268070	true	true	2.2942e-31	0.966	-1.5379		gnomAD	v4.1
ADAMTS18	ENSG00000140873	ENST00000282849	true	true	1.0763e-48	1.055	-4.093	outlier_mis	gnomAD	v4.1
ADAMTS19	ENSG00000145808	ENST00000274487	true	true	5.2776e-18	0.83	-0.38527		gnomAD	v4.1
ADAMTS2	ENSG00000087116	ENST00000251582	true	true	0.0010101	0.568	1.4864		gnomAD	v4.1
ADAMTS20	ENSG00000173157	ENST00000389420	true	true	5.8816e-51	0.947	-0.18347		gnomAD	v4.1
ADAMTS3	ENSG00000156140	ENST00000286657	true	true	1.2131e-09	0.67	0.95069		gnomAD	v4.1
ADAMTS4	ENSG00000158859	ENST00000367996	true	true	9.9457e-07	0.732	1.3266		gnomAD	v4.1
ADAMTS5	ENSG00000154736	ENST00000284987	true	true	7.5384e-12	0.818	0.66177		gnomAD	v4.1
ADAMTS6	ENSG00000049192	ENST00000381055	true	true	1	0.228	4.2154		gnomAD	v4.1
ADAMTS7	ENSG00000136378	ENST00000388820	true	true	6.5978e-19	0.761	1.0363		gnomAD	v4.1
ADAMTS8	ENSG00000134917	ENST00000257359	true	true	1.1516e-15	1.076	-0.68993		gnomAD	v4.1
ADAMTS9	ENSG00000163638	ENST00000498707	true	true	0.86871	0.469	1.5284		gnomAD	v4.1
ADAMTSL1	ENSG00000178031	ENST00000380548	true	true	1.5858e-24	0.744	-2.762		gnomAD	v4.1
ADAMTSL2	ENSG00000197859	ENST00000651351	true	true	2.271e-08	0.679	1.0796		gnomAD	v4.1
ADAMTSL3	ENSG00000156218	ENST00000286744	true	true	2.8223e-20	0.692	1.6692		gnomAD	v4.1
ADAMTSL4	ENSG00000143382	ENST00000271643	true	true	1.1088e-25	0.92	0.93574		gnomAD	v4.1
ADAMTSL5	ENSG00000185761	ENST00000330475	true	true	7.0705e-23	1.407	-2.309		gnomAD	v4.1
ADAP1	ENSG00000105963	ENST00000265846	true	true	5.3209e-08	0.949	-1.2391	outlier_syn	gnomAD	v4.1
ADAP2	ENSG00000184060	ENST00000330889	true	true	1.9318e-11	1.031	0.77108		gnomAD	v4.1
ADAR	ENSG00000160710	ENST00000368474	true	true	0.99972	0.449	3.4201		gnomAD	v4.1
ADARB1	ENSG00000197381	ENST00000348831	true	true	1	0.323	3.7351		gnomAD	v4.1
ADARB2	ENSG00000185736	ENST00000381312	true	true	0.0044744	0.681	-1.5461		gnomAD	v4.1
ADAT1	ENSG00000065457	ENST00000564657	true	true	2.0916e-19	1.193	-1.4041		gnomAD	v4.1
ADAT2	ENSG00000189007	ENST00000237283	true	true	3.754e-08	1.326	0.80136		gnomAD	v4.1
ADAT3	ENSG00000213638	ENST00000329478	true	true	0.00056981	1.929	-4.89	outlier_mis,outlier_syn	gnomAD	v4.1
ADCK1	ENSG00000063761	ENST00000238561	true	true	5.801e-09	0.916	0.56128		gnomAD	v4.1
ADCK2	ENSG00000133597	ENST00000072869	true	true	2.7368e-09	0.921	1.2849		gnomAD	v4.1
ADCK5	ENSG00000173137	ENST00000308860	true	true	4.5106e-11	0.999	-0.58025		gnomAD	v4.1
ADCY1	ENSG00000164742	ENST00000297323	true	true	1	0.346	4.711		gnomAD	v4.1
ADCY10	ENSG00000143199	ENST00000367851	true	true	1.2559e-38	0.922	2.3147		gnomAD	v4.1
ADCY2	ENSG00000078295	ENST00000338316	true	true	1	0.329	4.9485		gnomAD	v4.1
ADCY3	ENSG00000138031	ENST00000679454	true	true	3.8965e-11	0.695	3.196		gnomAD	v4.1
ADCY4	ENSG00000129467	ENST00000418030	true	true	2.5047e-35	1.089	0.7502		gnomAD	v4.1
ADCY5	ENSG00000173175	ENST00000462833	true	true	1	0.326	4.4785		gnomAD	v4.1
ADCY6	ENSG00000174233	ENST00000357869	true	true	1.356e-07	0.639	3.6344		gnomAD	v4.1
ADCY7	ENSG00000121281	ENST00000673801	true	true	2.9515e-13	0.738	2.3934		gnomAD	v4.1
ADCY8	ENSG00000155897	ENST00000286355	true	true	0.00049635	0.586	2.0467		gnomAD	v4.1
ADCY9	ENSG00000162104	ENST00000294016	true	true	6.106e-05	0.603	1.9141		gnomAD	v4.1
ADCYAP1	ENSG00000141433	ENST00000450565	true	true	0.22329	0.864	-1.5094		gnomAD	v4.1
ADCYAP1R1	ENSG00000078549	ENST00000304166	true	true	7.4456e-09	0.797	1.9599		gnomAD	v4.1
ADD1	ENSG00000087274	ENST00000683351	true	true	1	0.387	1.3492		gnomAD	v4.1
ADD2	ENSG00000075340	ENST00000264436	true	true	1	0.388	2.6307		gnomAD	v4.1
ADD3	ENSG00000148700	ENST00000356080	true	true	0.99998	0.395	0.99475		gnomAD	v4.1
ADGB	ENSG00000118492	ENST00000397944	true	true	1.5097e-32	0.941	0.023131		gnomAD	v4.1
ADGRA1	ENSG00000197177	ENST00000392607	true	true	0.0024377	1.025	-0.99682		gnomAD	v4.1
ADGRA2	ENSG00000020181	ENST00000412232	true	true	1.2256e-15	0.943	-0.53971		gnomAD	v4.1
ADGRA3	ENSG00000152990	ENST00000334304	true	true	4.5445e-05	0.607	1.2509		gnomAD	v4.1
ADGRB1	ENSG00000181790	ENST00000517894	true	true	1	0.372	1.6912		gnomAD	v4.1
ADGRB2	ENSG00000121753	ENST00000373658	true	true	1	0.383	3.8435		gnomAD	v4.1
ADGRB3	ENSG00000135298	ENST00000370598	true	true	1	0.246	2.427		gnomAD	v4.1
ADGRD1	ENSG00000111452	ENST00000261654	true	true	5.0406e-12	0.826	1.1242		gnomAD	v4.1
ADGRE1	ENSG00000174837	ENST00000312053	true	true	2.7265e-22	0.951	0.89782		gnomAD	v4.1
ADGRE2	ENSG00000127507	ENST00000315576	true	true	3.7208e-23	1.028	2.3707		gnomAD	v4.1
ADGRE3	ENSG00000131355	ENST00000253673	true	true	2.5264e-24	1.265	1.1043		gnomAD	v4.1
ADGRE5	ENSG00000123146	ENST00000242786	true	true	9.3388e-19	0.973	0.79778		gnomAD	v4.1
ADGRF1	ENSG00000153292	ENST00000371253	true	true	5.3118e-24	1.247	-0.33835		gnomAD	v4.1
ADGRF3	ENSG00000173567	ENST00000651242	true	true	4.7081e-26	1.069	1.5875		gnomAD	v4.1
ADGRF4	ENSG00000153294	ENST00000283303	true	true	1.1036e-16	1.36	-0.56252		gnomAD	v4.1
ADGRF5	ENSG00000069122	ENST00000283296	true	true	5.3761e-08	0.719	1.1973		gnomAD	v4.1
ADGRG1	ENSG00000205336	ENST00000562631	true	true	6.3056e-12	0.871	1.4013		gnomAD	v4.1
ADGRG3	ENSG00000182885	ENST00000333493	true	true	1.1337e-09	0.93	0.80219		gnomAD	v4.1
ADGRG5	ENSG00000159618	ENST00000349457	true	true	9.8434e-10	0.982	0.64756		gnomAD	v4.1
ADGRG6	ENSG00000112414	ENST00000367609	true	true	0.16537	0.63	0.89445		gnomAD	v4.1
ADGRG7	ENSG00000144820	ENST00000273352	true	true	1.4692e-15	1.194	0.7642		gnomAD	v4.1
ADGRL1	ENSG00000072071	ENST00000361434	true	true	1	0.302	4.0328		gnomAD	v4.1
ADGRL2	ENSG00000117114	ENST00000686636	true	true	1	0.301	2.6759		gnomAD	v4.1
ADGRL3	ENSG00000150471	ENST00000683033	true	true	0.99956	0.451	2.4878		gnomAD	v4.1
ADGRL4	ENSG00000162618	ENST00000370742	true	true	1.7279e-27	1.44	-0.5177		gnomAD	v4.1
ADGRV1	ENSG00000164199	ENST00000405460	true	true	6.4034e-36	0.637	2.3256		gnomAD	v4.1
ADH1A	ENSG00000187758	ENST00000209668	true	true	8.7674e-09	1.104	0.16864		gnomAD	v4.1
ADH1B	ENSG00000196616	ENST00000305046	true	true	1.2869e-06	1.013	0.80857		gnomAD	v4.1
ADH1C	ENSG00000248144	ENST00000515683	true	true	5.1629e-07	0.991	1.1398		gnomAD	v4.1
ADH4	ENSG00000198099	ENST00000265512	true	true	1.8113e-06	1.077	-0.24816		gnomAD	v4.1
ADH5	ENSG00000197894	ENST00000296412	true	true	9.2579e-09	1.191	1.5936		gnomAD	v4.1
ADH6	ENSG00000172955	ENST00000394899	true	true	5.8588e-11	1.263	0.33671		gnomAD	v4.1
ADH7	ENSG00000196344	ENST00000437033	true	true	6.4586e-15	1.429	-0.93414		gnomAD	v4.1
ADHFE1	ENSG00000147576	ENST00000396623	true	true	9.9156e-09	0.966	-0.026422		gnomAD	v4.1
ADI1	ENSG00000182551	ENST00000327435	true	true	1.0815e-10	1.713	-0.26429		gnomAD	v4.1
ADIG	ENSG00000182035	ENST00000537425	true	true	1.2014e-05	1.845	0.80743		gnomAD	v4.1
ADIPOQ	ENSG00000181092	ENST00000320741	true	true	3.6258e-09	1.655	0.02331		gnomAD	v4.1
ADIPOR1	ENSG00000159346	ENST00000340990	true	true	0.7792	0.571	3.5353		gnomAD	v4.1
ADIPOR2	ENSG00000006831	ENST00000357103	true	true	0.17629	0.636	3.5224		gnomAD	v4.1
ADIRF	ENSG00000148671	ENST00000372013	true	true	0.00011975	1.788	-0.74246		gnomAD	v4.1
ADK	ENSG00000156110	ENST00000539909	true	true	0.00021733	0.893	1.7207		gnomAD	v4.1
ADM	ENSG00000148926	ENST00000278175	true	true	0.90376	0.581	0.33158		gnomAD	v4.1
ADM2	ENSG00000128165	ENST00000395737	true	true	0.00012314	1.901	-2.043		gnomAD	v4.1
ADM5	ENSG00000224420	ENST00000420022	true	true	0.21076	1.818	0.048658		gnomAD	v4.1
ADNP	ENSG00000101126	ENST00000621696	true	true	1	0.106	2.5832		gnomAD	v4.1
ADNP2	ENSG00000101544	ENST00000262198	true	true	0.18308	0.896	0.68068		gnomAD	v4.1
ADO	ENSG00000181915	ENST00000373783	true	true	0.0012344	1.476	-0.74926		gnomAD	v4.1
ADORA1	ENSG00000163485	ENST00000337894	true	true	0.86185	0.598	2.5507		gnomAD	v4.1
ADORA2A	ENSG00000128271	ENST00000337539	true	true	0.030226	0.846	1.8372		gnomAD	v4.1
ADORA2B	ENSG00000170425	ENST00000304222	true	true	3.4881e-08	1.412	-0.39258		gnomAD	v4.1
ADORA3	ENSG00000282608	ENST00000241356	true	true	0.12765	1.204	1.2182		gnomAD	v4.1
ADPGK	ENSG00000159322	ENST00000456471	true	true	8.237e-07	0.937	0.49947		gnomAD	v4.1
ADPRH	ENSG00000144843	ENST00000357003	true	true	6.5355e-09	1.165	0.8275		gnomAD	v4.1
ADPRHL1	ENSG00000153531	ENST00000612156	true	true	6.3996e-15	1.264	1.2063		gnomAD	v4.1
ADPRM	ENSG00000170222	ENST00000379774	true	true	0.00024482	0.959	1.7016		gnomAD	v4.1
ADPRS	ENSG00000116863	ENST00000373178	true	true	3.3734e-08	1.155	-0.29451		gnomAD	v4.1
ADRA1A	ENSG00000120907	ENST00000380573	true	true	3.6545e-11	1.343	0.28854		gnomAD	v4.1
ADRA1B	ENSG00000170214	ENST00000306675	true	true	1.8158e-06	1.449	-0.96775		gnomAD	v4.1
ADRA1D	ENSG00000171873	ENST00000379453	true	true	4.4147e-10	1.772	-1.073		gnomAD	v4.1
ADRA2A	ENSG00000150594	ENST00000280155	true	true	0.0045237	1.783	-0.69193		gnomAD	v4.1
ADRA2B	ENSG00000274286	ENST00000620793	true	true	8.3783e-07	1.556	0.30931		gnomAD	v4.1
ADRA2C	ENSG00000184160	ENST00000330055	true	true	0.16791	1.116	0.46364		gnomAD	v4.1
ADRB1	ENSG00000043591	ENST00000369295	true	true	0.11145	1.939	-0.84844		gnomAD	v4.1
ADRB2	ENSG00000169252	ENST00000305988	true	true	0.001018	0.901	2.0128		gnomAD	v4.1
ADRB3	ENSG00000188778	ENST00000345060	true	true	2.8276e-16	1.952	-1.5328		gnomAD	v4.1
ADRM1	ENSG00000130706	ENST00000253003	true	true	1	0.188	1.24		gnomAD	v4.1
ADSL	ENSG00000239900	ENST00000623063	true	true	2.8047e-10	0.915	1.7937		gnomAD	v4.1
ADSS1	ENSG00000185100	ENST00000330877	true	true	9.893e-19	1.245	-0.1029		gnomAD	v4.1
ADSS2	ENSG00000035687	ENST00000366535	true	true	0.13716	0.646	2.6409		gnomAD	v4.1
ADTRP	ENSG00000111863	ENST00000414691	true	true	1.4591e-05	1.074	0.84923		gnomAD	v4.1
AEBP1	ENSG00000106624	ENST00000223357	true	true	6.2634e-13	0.735	1.3129		gnomAD	v4.1
AEBP2	ENSG00000139154	ENST00000266508	true	true	0.9868	0.461	-0.66969		gnomAD	v4.1
AEN	ENSG00000181026	ENST00000332810	true	true	8.6278e-09	1.666	-0.25496		gnomAD	v4.1
AFAP1	ENSG00000196526	ENST00000420658	true	true	1.2782e-17	0.918	-1.3475		gnomAD	v4.1
AFAP1L1	ENSG00000157510	ENST00000296721	true	true	1.0845e-20	0.944	1.343		gnomAD	v4.1
AFAP1L2	ENSG00000169129	ENST00000304129	true	true	0.00032142	0.605	0.94741		gnomAD	v4.1
AFDN	ENSG00000130396	ENST00000683244	true	true	1	0.398	1.8981		gnomAD	v4.1
AFF1	ENSG00000172493	ENST00000395146	true	true	0.94566	0.49	0.53163		gnomAD	v4.1
AFF3	ENSG00000144218	ENST00000672756	true	true	1	0.318	2.2654		gnomAD	v4.1
AFF4	ENSG00000072364	ENST00000265343	true	true	1	0.114	3.6501		gnomAD	v4.1
AFG1L	ENSG00000135537	ENST00000368977	true	true	5.7967e-05	1.018	0.43451		gnomAD	v4.1
AFG3L2	ENSG00000141385	ENST00000269143	true	true	1.0227e-08	0.724	3.0743		gnomAD	v4.1
AFM	ENSG00000079557	ENST00000226355	true	true	2.2172e-25	1.44	-0.42108		gnomAD	v4.1
AFMID	ENSG00000183077	ENST00000409257	true	true	5.3725e-11	1.018	0.43583		gnomAD	v4.1
AFP	ENSG00000081051	ENST00000395792	true	true	5.2276e-14	0.963	0.67212		gnomAD	v4.1
AFTPH	ENSG00000119844	ENST00000238856	true	false	1	0.207	1.5085		gnomAD	v4.1
AGA	ENSG00000038002	ENST00000264595	true	true	3.0493e-05	0.938	0.11808		gnomAD	v4.1
AGAP1	ENSG00000157985	ENST00000304032	true	true	1	0.366	1.7898		gnomAD	v4.1
AGAP2	ENSG00000135439	ENST00000547588	true	true	0.99999	0.414	1.9562		gnomAD	v4.1
AGAP3	ENSG00000133612	ENST00000397238	true	true	1	0.359	4.0127		gnomAD	v4.1
AGAP4	ENSG00000188234	ENST00000616763	true	true	0.19089	0.761	4.0802		gnomAD	v4.1
AGAP5	ENSG00000172650	ENST00000374094	true	true	0.46601	0.717	5.3654	outlier_syn	gnomAD	v4.1
AGAP6	ENSG00000204149	ENST00000412531	true	true	5.9877e-05	0.757	3.4998		gnomAD	v4.1
AGAP9	ENSG00000204172	ENST00000452145	true	true	0.000495	0.823	4.1534		gnomAD	v4.1
AGBL1	ENSG00000273540	ENST00000614907	true	true	2.6956e-46	1.313	-2.6251		gnomAD	v4.1
AGBL2	ENSG00000165923	ENST00000525123	true	true	1.2893e-17	0.944	2.0835		gnomAD	v4.1
AGBL3	ENSG00000146856	ENST00000436302	true	true	9.5555e-11	0.893	1.9561		gnomAD	v4.1
AGBL4	ENSG00000186094	ENST00000371839	true	true	3.9504e-15	1.107	0.5861		gnomAD	v4.1
AGBL5	ENSG00000084693	ENST00000360131	true	true	1.6548e-08	0.709	1.9344		gnomAD	v4.1
AGER	ENSG00000204305	ENST00000375076	true	true	2.6621e-14	1.068	0.82843		gnomAD	v4.1
AGFG1	ENSG00000173744	ENST00000310078	true	true	1	0.286	1.4997		gnomAD	v4.1
AGFG2	ENSG00000106351	ENST00000300176	true	true	2.0088e-06	0.873	0.0276		gnomAD	v4.1
AGGF1	ENSG00000164252	ENST00000312916	true	true	4.6139e-09	0.808	0.74272		gnomAD	v4.1
AGK	ENSG00000006530	ENST00000649286	true	true	7.3523e-06	0.918	1.0683		gnomAD	v4.1
AGL	ENSG00000162688	ENST00000361915	true	true	1.033e-22	0.72	0.87709		gnomAD	v4.1
AGMAT	ENSG00000116771	ENST00000375826	true	true	4.9676e-16	1.712	-0.78133		gnomAD	v4.1
AGMO	ENSG00000187546	ENST00000342526	true	true	6.4021e-16	1.561	-2.552		gnomAD	v4.1
AGO1	ENSG00000092847	ENST00000373204	true	true	1	0.164	6.4391		gnomAD	v4.1
AGO2	ENSG00000123908	ENST00000220592	true	true	1	0.102	6.9835		gnomAD	v4.1
AGO3	ENSG00000126070	ENST00000373191	true	true	1	0.232	6.2067		gnomAD	v4.1
AGO4	ENSG00000134698	ENST00000373210	true	true	1	0.393	4.4551		gnomAD	v4.1
AGPAT1	ENSG00000204310	ENST00000375107	true	true	0.99968	0.367	3.7824		gnomAD	v4.1
AGPAT2	ENSG00000169692	ENST00000371696	true	true	7.177e-06	1.199	-0.8571		gnomAD	v4.1
AGPAT3	ENSG00000160216	ENST00000291572	true	true	1	0.21	3.157		gnomAD	v4.1
AGPAT4	ENSG00000026652	ENST00000320285	true	true	0.9973	0.461	3.0509		gnomAD	v4.1
AGPAT5	ENSG00000155189	ENST00000285518	true	true	3.3307e-14	1.391	-3.3713	outlier_mis	gnomAD	v4.1
AGPS	ENSG00000018510	ENST00000264167	true	true	0.99977	0.408	2.8043		gnomAD	v4.1
AGR2	ENSG00000106541	ENST00000419304	true	true	1.6551e-07	1.34	0.73655		gnomAD	v4.1
AGR3	ENSG00000173467	ENST00000310398	true	true	2.711e-09	1.932	-0.43599		gnomAD	v4.1
AGRN	ENSG00000188157	ENST00000379370	true	true	1.5815e-20	0.73	-2.5712	outlier_syn	gnomAD	v4.1
AGRP	ENSG00000159723	ENST00000290953	true	true	0.018192	1.091	0.29117		gnomAD	v4.1
AGT	ENSG00000135744	ENST00000366667	true	true	1.6897e-08	1.202	0.41574		gnomAD	v4.1
AGTPBP1	ENSG00000135049	ENST00000357081	true	true	0.0066485	0.556	2.5632		gnomAD	v4.1
AGTR1	ENSG00000144891	ENST00000349243	true	true	7.219e-05	1.113	1.3757		gnomAD	v4.1
AGTRAP	ENSG00000177674	ENST00000314340	true	true	0.12563	0.838	0.79283		gnomAD	v4.1
AGXT	ENSG00000172482	ENST00000307503	true	true	2.0059e-14	1.251	-0.48001		gnomAD	v4.1
AGXT2	ENSG00000113492	ENST00000231420	true	true	1.3802e-18	1.185	0.075848		gnomAD	v4.1
AHCTF1	ENSG00000153207	ENST00000648844	true	true	1	0.142	2.7271		gnomAD	v4.1
AHCY	ENSG00000101444	ENST00000217426	true	true	0.00093098	0.727	2.5289		gnomAD	v4.1
AHCYL1	ENSG00000168710	ENST00000369799	true	true	1	0.34	5.1246		gnomAD	v4.1
AHCYL2	ENSG00000158467	ENST00000325006	true	true	0.91149	0.516	2.3621		gnomAD	v4.1
